layer,head,a_电脑,a_纸箱,b_电脑,b_纸箱,a_margin_c1_minus_c2,b_margin_c1_minus_c2,delta_margin
0,22,0.0252685546875,0.0615234375,0.0230712890625,0.037109375,-0.0362548828125,-0.0140380859375,0.022216796875
0,23,0.00115203857421875,0.007781982421875,0.00176239013671875,0.002593994140625,-0.00662994384765625,-0.00083160400390625,0.00579833984375
0,24,0.000545501708984375,0.00286865234375,0.000640869140625,0.00102996826171875,-0.002323150634765625,-0.00038909912109375,0.001934051513671875
0,25,0.01385498046875,0.263671875,0.013671875,0.162109375,-0.24981689453125,-0.1484375,0.10137939453125
0,26,0.0006866455078125,0.005950927734375,0.000720977783203125,0.002105712890625,-0.0052642822265625,-0.001384735107421875,0.003879547119140625
0,27,0.01129150390625,0.36328125,0.01251220703125,0.2275390625,-0.35198974609375,-0.21502685546875,0.136962890625
1,0,0.06591796875,0.296875,0.0419921875,0.23046875,-0.23095703125,-0.1884765625,0.04248046875
1,1,0.046630859375,0.11328125,0.0478515625,0.123046875,-0.066650390625,-0.0751953125,-0.008544921875
1,2,0.2001953125,0.1474609375,0.2353515625,0.173828125,0.052734375,0.0615234375,0.0087890625
1,3,0.00616455078125,0.04443359375,0.0042724609375,0.03466796875,-0.03826904296875,-0.0303955078125,0.00787353515625
1,4,0.1904296875,0.1484375,0.1806640625,0.15234375,0.0419921875,0.0283203125,-0.013671875
1,5,0.1337890625,0.09814453125,0.0966796875,0.1171875,0.03564453125,-0.0205078125,-0.05615234375
1,6,0.08740234375,0.10595703125,0.1806640625,0.1064453125,-0.0185546875,0.07421875,0.0927734375
1,7,0.03466796875,0.005279541015625,0.01214599609375,0.005584716796875,0.029388427734375,0.006561279296875,-0.0228271484375
1,8,0.045654296875,0.00775146484375,0.07177734375,0.0089111328125,0.03790283203125,0.0628662109375,0.02496337890625
1,9,0.04345703125,0.02880859375,0.052978515625,0.0267333984375,0.0146484375,0.0262451171875,0.0115966796875
1,10,0.0107421875,0.00341796875,0.00592041015625,0.009521484375,0.00732421875,-0.00360107421875,-0.01092529296875
1,11,0.0010528564453125,2.1338462829589844e-05,0.000514984130859375,0.0002498626708984375,0.0010315179824829102,0.0002651214599609375,-0.0007663965225219727
1,12,0.00140380859375,0.004302978515625,0.002044677734375,0.006011962890625,-0.002899169921875,-0.00396728515625,-0.001068115234375
1,13,0.052490234375,0.06787109375,0.0341796875,0.0947265625,-0.015380859375,-0.060546875,-0.045166015625
1,14,0.041015625,0.0107421875,0.0162353515625,0.009033203125,0.0302734375,0.0072021484375,-0.0230712890625
1,15,0.0002536773681640625,6.765127182006836e-06,0.000946044921875,6.818771362304688e-05,0.00024691224098205566,0.0008778572082519531,0.0006309449672698975
1,16,0.10693359375,0.03515625,0.0032806396484375,0.000732421875,0.07177734375,0.0025482177734375,-0.0692291259765625
1,17,0.000667572021484375,0.01220703125,0.000885009765625,0.01214599609375,-0.011539459228515625,-0.011260986328125,0.000278472900390625
1,18,0.00433349609375,0.00145721435546875,0.00099945068359375,0.000858306884765625,0.00287628173828125,0.000141143798828125,-0.002735137939453125
1,19,0.0004253387451171875,1.7881393432617188e-05,0.000171661376953125,0.0001583099365234375,0.0004074573516845703,1.33514404296875e-05,-0.0003941059112548828
1,20,0.01544189453125,0.02197265625,0.0322265625,0.05029296875,-0.00653076171875,-0.01806640625,-0.01153564453125
1,21,0.09375,0.197265625,0.11865234375,0.173828125,-0.103515625,-0.05517578125,0.04833984375
